Year,Neighborhood,AverageSalePrice,MedianSalePrice,AverageCostPerSqFoot,AverageDaysOnMarket,CountHomesSold,CondoSalesPercentage,MedianOneYearPriceChangePercentage,MedianFiveYearPriceChangePercentage,DistressedPropertySalesPercentage,AverageYearBuilt,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Adjusted population,"Adjusted population density (people per sq. mi., excluding parks and industrial tracts)",Median age,Median household income ($),Home ownership (%),Married (except separated) (%),Divorced (%),Widowed (%),Separated (%),Never Married (%),Population with bachelor degree as highest level of education (25 and older) (%),Population with graduate degree (25 and older) (%),Renters - median monthly housing expenses ($),People below federal poverty level (%),Unemployed (16 years and older) (%),English as only language (%),Percent of families with children under 18 years (%),Population in same house last year (%),Population in different county last year (%),Population in different state last year (%),Population moved from abroad last year (%),Aggravated assault,Arson,Burglary,Homicide,Larceny,Rape,Robbery,Vehicle thefts,Nonviolent crimes,Violent crimes,"Crimes per 1,000 residents",Parks and natural areas (Acres),Parks (% of neighborhood),Minutes by car to downtown (est.),Commute by public transit (%),Commute by bike (%),Commute by walking (%),Commute by biking and walking (%),Number of Max/streetcar lines,Number of TriMet bus lines,Number of transit lines (bus/MAX/streetcar),"Miles of bike routes (lanes, boulevards, multiuse paths)",Miles of bike routes (all) per square mile,Walk score,Percent of households with children under 18 years (%),Total Newcomers (%),"Adjusted population density (people per square mile, excluding parks and industrial tracts)",Sexual offenses,Number of Max/streetcar/tram lines,Number of transit lines (bus/MAX/streetcar/tram),Population in different Oregon county last year (%),Assault,Vandalism (not included in violent/nonviolent total),Drug/narcotic offenses (not included in violent/nonviolent total),"Commute by transit, biking, and walking (%)",Share of 2020 sales that were condos (%),Number of Short Sales,Number of Bank Owned,Average square footage of homes sold,Renters’ median monthly housing ($),Population,Population density people per sq mile),Homeownership (%),Households with children under 18 (%),People who speak other language(s) (%),Total newcomers (%),Sex offenses,Vandalism,Drug/narcotic offenses,"Violent crimes per 1,000 residents","Burglary/larceny/vehicle theft crimes per 1,000 residents",Walk Score,Commute by other non-car means (including cycling) (%)
2017,KENTON,376555.0,374500.0,231.0,23.0,169.0,1.0,18.0,82.0,3.0,1962.0,,,,,,,,,,,,"7,677","2,235",38.0,"57,552",70.8,49.3,13.7,4.1,2.7,30.2,16.4,10.3,"1,205",13.1,8.8,81.3,37.8,82.1,3.6,3.5,0.1,X,X,X,X,X,X,X,X,X,X,X,120,5.0,21,9.7,3.8,1.3,5.1,1.0,5.0,6.0,13.8,4.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,KERNS,489396.0,509650.0,254.0,12.0,37.0,32.0,16.0,82.0,0.0,1939.0,,,,,,,,,,,,"6,047","7,317",33.0,"43,783",22.3,22.8,12.2,2.3,2.3,60.4,39.4,18.8,919,21.4,8.1,91.1,45.9,65.9,5.4,4.0,0.5,X,X,X,X,X,X,X,X,X,X,X,18,3.0,12,25.0,11.5,10.3,21.8,6.0,10.0,16.0,4.3,5.2,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,KING,496272.0,468600.0,233.0,28.0,104.0,4.0,14.0,55.0,1.0,1943.0,,,,,,,,,,,,"6,493","10,476",33.0,"62,740",53.2,29.9,10.7,2.8,1.8,54.9,36.4,19.7,"1,076",19.7,7.1,87.5,48.0,74.5,1.9,7.0,0.7,X,X,X,X,X,X,X,X,X,X,X,3,1.0,14,12.8,17.5,2.3,19.8,0.0,3.0,3.0,0.8,1.3,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,LAURELHURST,743674.0,718000.0,238.0,31.0,74.0,0.0,8.0,52.0,4.0,1923.0,,,,,,,,,,,,"4,620","6,919",43.0,"101,268",84.3,62.3,9.8,4.8,1.3,21.8,35.5,42.8,955,5.3,7.1,95.0,54.7,92.0,0.6,3.6,0.4,X,X,X,X,X,X,X,X,X,X,X,34,8.0,9,7.1,9.9,5.4,15.3,3.0,5.0,8.0,4.5,6.7,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,LENTS,260704.0,255369.0,178.0,32.0,321.0,2.0,14.0,96.0,10.0,1951.0,,,,,,,,,,,,"21,033","5,701",35.0,"42,280",52.7,45.1,12.6,3.6,1.9,36.8,14.3,4.4,"1,003",22.1,9.0,63.2,53.3,81.3,4.2,1.8,1.1,X,X,X,X,X,X,X,X,X,X,X,215,9.0,17,10.4,2.4,3.2,5.5,1.0,7.0,8.0,20.7,5.6,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,LINNTON,323007.0,315500.0,168.0,39.0,28.0,43.0,-21.0,75.0,4.0,1963.0,,,,,,,,,,,,139,64,46.0,"89,075",78.0,58.4,20.8,1.2,1.3,18.3,30.0,23.5,"1,379",8.6,4.9,96.6,39.7,86.4,3.3,2.6,0.0,X,X,X,X,X,X,X,X,X,X,X,40,4.0,16,1.0,3.4,0.9,4.3,0.0,1.0,1.0,5.1,2.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,LLOYD DISTRICT,200488.0,206200.0,342.0,24.0,8.0,100.0,12.0,89.0,0.0,1974.0,,,,,,,,,,,,"2,107","4,116",39.0,"40,917",16.2,20.5,14.2,7.6,3.6,54.1,28.8,21.1,"1,046",28.4,13.1,92.1,29.3,68.0,4.2,8.7,1.1,X,X,X,X,X,X,X,X,X,X,X,2,1.0,10,18.0,12.5,16.9,29.4,6.0,9.0,15.0,8.0,15.7,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MADISON SOUTH,319326.0,318250.0,194.0,20.0,118.0,4.0,18.0,83.0,8.0,1962.0,,,,,,,,,,,,"8,777","4,995",39.0,"54,048",62.3,39.1,13.7,4.7,2.9,39.8,22.5,13.6,"1,051",18.6,7.5,83.3,41.7,85.1,1.5,2.3,0.5,X,X,X,X,X,X,X,X,X,X,X,107,10.0,15,11.7,5.3,1.4,6.7,3.0,6.0,9.0,4.0,2.3,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MAPLEWOOD,473361.0,475000.0,223.0,32.0,55.0,7.0,11.0,58.0,5.0,1970.0,,,,,,,,,,,,"2,722","4,395",49.0,"95,213",73.2,55.5,15.8,7.1,0.2,21.4,41.3,27.9,923,7.0,2.9,91.6,37.1,88.2,2.5,1.6,0.4,X,X,X,X,X,X,X,X,X,X,X,10,3.0,17,5.3,1.3,1.4,2.7,0.0,1.0,1.0,3.7,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MARKHAM,443040.0,427000.0,209.0,25.0,51.0,8.0,15.0,47.0,6.0,1967.0,,,,,,,,,,,,"1,794","3,455",42.0,"100,170",84.3,56.4,12.2,4.0,0.4,27.1,36.3,29.3,"1,498",6.3,7.9,90.8,43.4,84.7,5.3,2.2,2.4,X,X,X,X,X,X,X,X,X,X,X,9,3.0,12,5.1,4.1,2.1,6.3,0.0,4.0,4.0,0.1,0.2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MARSHALL PARK,542238.0,541000.0,208.0,18.0,37.0,0.0,10.0,73.0,3.0,1914.0,,,,,,,,,,,,"1,386","2,270",39.0,"109,863",88.4,54.0,9.6,3.3,0.6,32.4,34.4,34.0,"1,574",5.6,6.5,90.9,41.6,86.6,3.9,4.7,0.9,X,X,X,X,X,X,X,X,X,X,X,64,16.0,13,3.2,1.5,6.5,8.0,0.0,4.0,4.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MILL PARK,264031.0,264000.0,168.0,28.0,128.0,15.0,13.0,96.0,8.0,1964.0,,,,,,,,,,,,"9,195","9,089",34.0,"35,818",35.6,36.0,11.6,6.8,4.3,41.4,13.7,6.5,880,29.0,9.0,59.6,51.3,81.2,2.1,2.0,1.4,X,X,X,X,X,X,X,X,X,X,X,15,2.0,20,18.8,1.4,4.4,5.8,0.0,3.0,3.0,2.9,2.8,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MONTAVILLA,330230.0,328000.0,215.0,21.0,331.0,10.0,15.0,75.0,6.0,1928.0,,,,,,,,,,,,"16,509","7,579",37.0,"51,613",57.3,40.9,14.5,4.5,2.1,37.9,25.4,11.2,"1,035",20.1,11.2,77.6,42.2,78.2,2.5,5.1,1.5,X,X,X,X,X,X,X,X,X,X,X,20,1.0,14,13.9,6.4,2.9,9.3,3.0,6.0,9.0,8.4,3.9,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MT. SCOTT-ARLETA,352207.0,338800.0,235.0,22.0,153.0,1.0,13.0,88.0,3.0,1953.0,,,,,,,,,,,,"7,358","8,519",38.0,"51,108",56.4,42.8,12.6,3.9,2.2,38.4,21.5,11.8,"1,041",17.4,8.0,82.0,45.0,83.1,2.7,2.9,0.6,X,X,X,X,X,X,X,X,X,X,X,11,2.0,19,10.4,6.4,1.7,8.2,0.0,5.0,5.0,2.5,2.9,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MT. TABOR,567300.0,535750.0,251.0,18.0,136.0,6.0,4.0,45.0,0.0,1947.0,,,,,,,,,,,,"10,943","6,847",42.0,"65,583",63.5,46.6,12.8,4.4,1.7,34.6,31.4,23.3,967,7.9,6.7,88.7,35.6,82.6,2.8,4.9,1.3,X,X,X,X,X,X,X,X,X,X,X,178,17.0,14,10.0,8.2,2.6,10.8,0.0,5.0,5.0,7.3,4.6,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MULT CO RIVERDALE AREA (DUNTHORPE),1414155.0,1375000.0,321.0,59.0,33.0,0.0,13.0,52.0,3.0,1962.0,,,,,,,,,,,,"1,779","1,508",30.0,"90,311",80.9,41.0,8.2,2.3,0.5,47.9,31.1,40.6,"1,443",10.5,8.4,87.9,36.8,76.2,3.0,11.9,1.2,X,X,X,X,X,X,X,X,X,X,X,7,1.0,18,4.0,1.5,16.2,17.7,0.0,1.0,1.0,0.3,0.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MULTNOMAH,398175.0,391000.0,220.0,18.0,139.0,37.0,9.0,35.0,1.0,1969.0,,,,,,,,,,,,"8,324","5,769",36.0,"56,853",48.8,43.4,15.3,2.6,0.1,38.6,34.6,24.0,894,14.5,7.2,89.1,43.4,75.9,7.4,5.4,0.8,X,X,X,X,X,X,X,X,X,X,X,104,11.0,10,12.8,1.3,3.4,4.7,0.0,10.0,10.0,7.8,5.4,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NORTH TABOR,430515.0,420250.0,215.0,18.0,58.0,9.0,7.0,66.0,2.0,1933.0,,,,,,,,,,,,"5,481","9,365",39.0,"53,687",48.7,35.2,17.2,4.9,1.9,40.8,31.4,17.1,858,14.7,9.9,89.6,43.5,80.0,2.5,3.9,2.1,X,X,X,X,X,X,X,X,X,X,X,2,1.0,11,14.7,10.5,5.4,15.9,3.0,4.0,7.0,2.1,3.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NORTHWEST DISTRICT,623304.0,558000.0,360.0,25.0,190.0,69.0,28.0,41.0,0.0,1947.0,,,,,,,,,,,,"14,975","10,236",36.0,"63,205",33.1,33.9,15.6,2.8,1.5,45.8,37.7,29.9,"1,054",12.3,4.7,86.7,35.4,67.1,4.9,7.8,2.0,X,X,X,X,X,X,X,X,X,X,X,17,2.0,10,13.2,6.0,16.7,22.6,2.0,5.0,7.0,10.6,7.2,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,NORTHWEST HEIGHTS,637743.0,631095.0,226.0,35.0,179.0,12.0,9.0,20.0,2.0,2000.0,,,,,,,,,,,,"1,054",769,43.0,"134,205",83.7,69.2,8.2,4.7,1.1,16.7,34.9,37.3,"1,639",5.5,4.8,79.9,49.2,90.4,4.8,1.1,0.2,X,X,X,X,X,X,X,X,X,X,X,3,0.0,19,2.0,1.5,1.2,2.7,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,OLD TOWN/CHINATOWN,286808.0,267400.0,360.0,24.0,38.0,97.0,5.0,73.0,11.0,1985.0,,,,,,,,,,,,"3,330","11,866",44.0,"42,102",23.8,23.7,18.3,4.4,3.9,49.7,30.0,23.7,873,28.7,16.4,89.5,17.6,65.8,5.0,6.6,0.7,X,X,X,X,X,X,X,X,X,X,X,12,7.0,3,20.1,5.4,26.0,31.4,7.0,19.0,26.0,4.8,17.1,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,OVERLOOK,498185.0,471630.0,236.0,17.0,109.0,14.0,20.0,79.0,1.0,1944.0,,,,,,,,,,,,"6,744","2,118",35.0,"61,331",57.3,38.6,11.9,2.2,1.9,41.3,30.0,19.4,"1,020",15.4,6.1,84.3,42.0,76.8,3.8,3.6,0.2,X,X,X,X,X,X,X,X,X,X,X,78,4.0,12,13.7,10.9,4.6,15.6,1.0,4.0,5.0,11.0,3.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PARKROSE,268651.0,275000.0,159.0,29.0,79.0,1.0,13.0,99.0,10.0,1951.0,,,,,,,,,,,,"5,521","2,748",38.0,"40,355",41.8,31.0,20.7,2.8,4.8,40.8,13.1,5.1,820,27.0,13.6,72.2,54.5,65.5,11.4,3.8,1.7,X,X,X,X,X,X,X,X,X,X,X,3,0.0,17,8.6,0.7,16.3,17.0,1.0,6.0,7.0,8.4,4.2,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PARKROSE HEIGHTS,289595.0,276500.0,188.0,22.0,91.0,0.0,11.0,79.0,8.0,1935.0,,,,,,,,,,,,"6,144","6,310",39.0,"52,138",61.0,42.9,13.7,6.8,1.7,35.0,16.8,6.1,936,11.9,5.4,77.5,45.6,81.2,2.3,3.3,0.0,X,X,X,X,X,X,X,X,X,X,X,14,2.0,14,11.6,0.4,2.5,2.9,0.0,6.0,6.0,3.2,3.3,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PEARL DISTRICT,669795.0,508950.0,568.0,26.0,324.0,99.0,9.0,35.0,0.0,1986.0,,,,,,,,,,,,"5,568","12,501",40.0,"62,344",28.5,30.2,16.3,4.0,2.2,47.3,37.2,28.2,"1,164",18.7,12.5,89.8,17.9,61.4,6.2,9.9,1.9,X,X,X,X,X,X,X,X,X,X,X,9,3.0,8,17.2,4.2,22.9,27.1,3.0,5.0,8.0,4.8,10.8,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PIEDMONT,412630.0,409000.0,202.0,24.0,127.0,10.0,10.0,71.0,6.0,1944.0,,,,,,,,,,,,"7,121","7,390",36.0,"52,871",58.9,36.9,11.3,5.7,1.0,45.0,32.0,18.0,981,17.3,8.9,86.7,45.0,82.3,4.4,2.2,0.2,X,X,X,X,X,X,X,X,X,X,X,30,5.0,19,15.2,7.3,2.0,9.3,0.0,4.0,4.0,5.5,5.7,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PLEASANT VALLEY,351444.0,370000.0,155.0,37.0,191.0,2.0,13.0,47.0,7.0,1988.0,,,,,,,,,,,,"11,230","1,761",38.0,"66,394",72.4,55.1,10.1,5.0,1.8,28.0,15.5,9.1,"1,223",14.4,7.5,67.8,52.2,86.2,3.8,2.7,0.4,X,X,X,X,X,X,X,X,X,X,X,"1,057",37.0,25,4.5,0.5,0.4,0.9,0.0,3.0,3.0,6.4,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PORTSMOUTH,334456.0,327000.0,223.0,24.0,172.0,2.0,16.0,92.0,6.0,1964.0,,,,,,,,,,,,"11,347","10,431",33.0,"45,293",50.1,33.3,12.2,4.5,4.1,45.8,17.4,7.8,909,32.0,14.8,66.2,52.3,77.1,5.3,5.6,0.6,X,X,X,X,X,X,X,X,X,X,X,63,9.0,18,15.4,5.2,1.0,6.2,0.0,3.0,3.0,8.6,7.9,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,POWELLHURST-GILBERT,246252.0,245000.0,158.0,34.0,367.0,13.0,15.0,69.0,10.0,1977.0,,,,,,,,,,,,"24,595","7,162",35.0,"36,977",49.1,44.1,10.6,5.3,3.4,36.6,10.9,3.6,934,29.8,11.7,58.4,53.5,82.5,2.5,1.3,1.2,X,X,X,X,X,X,X,X,X,X,X,131,6.0,23,12.0,0.8,1.9,2.8,1.0,6.0,7.0,15.2,4.4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,REED,504523.0,485950.0,237.0,15.0,50.0,0.0,18.0,51.0,0.0,1953.0,,,,,,,,,,,,"2,912","6,311",31.0,"41,444",35.3,24.1,9.5,4.5,1.7,60.2,22.5,14.6,983,19.1,10.3,88.2,37.7,64.0,6.4,12.7,1.1,X,X,X,X,X,X,X,X,X,X,X,0,0.0,15,13.5,2.5,21.2,23.8,0.0,3.0,3.0,0.9,1.9,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,RICHMOND,551090.0,516225.0,252.0,19.0,204.0,8.0,10.0,54.0,1.0,1942.0,,,,,,,,,,,,"12,024","9,455",37.0,"68,738",59.7,41.2,11.2,3.6,1.2,42.7,35.7,26.9,"1,090",11.2,5.9,88.7,44.3,81.6,2.5,4.3,0.7,X,X,X,X,X,X,X,X,X,X,X,4,1.0,14,14.1,13.0,3.9,16.9,0.0,6.0,6.0,4.4,3.4,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ROSE CITY PARK,531912.0,515000.0,234.0,21.0,155.0,2.0,11.0,48.0,2.0,1926.0,,,,,,,,,,,,"9,748","8,144",40.0,"71,976",67.2,45.7,14.3,3.1,0.9,36.0,33.4,25.4,"1,156",7.5,6.3,90.6,46.8,84.4,1.3,3.7,0.2,X,X,X,X,X,X,X,X,X,X,X,25,3.0,13,12.1,5.9,2.0,7.9,3.0,4.0,7.0,5.3,4.4,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ROSEWAY,409101.0,402000.0,217.0,18.0,143.0,0.0,13.0,58.0,2.0,1944.0,,,,,,,,,,,,"5,517","6,554",40.0,"57,261",66.9,43.9,14.0,3.7,2.2,36.2,28.2,17.2,"1,072",8.8,9.0,86.3,43.6,83.8,1.6,1.8,1.0,X,X,X,X,X,X,X,X,X,X,X,4,1.0,15,10.7,5.5,1.5,7.0,0.0,4.0,4.0,1.6,1.9,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,RUSSELL,305906.0,300000.0,178.0,20.0,53.0,0.0,14.0,53.0,2.0,1958.0,,,,,,,,,,,,"3,968","4,968",47.0,"51,652",80.1,51.3,12.7,12.1,0.8,23.0,14.1,7.3,997,12.8,7.0,80.0,29.3,83.4,2.1,1.7,0.4,X,X,X,X,X,X,X,X,X,X,X,15,3.0,12,5.3,3.0,2.5,5.5,0.0,3.0,3.0,4.6,5.8,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SABIN,552826.0,535000.0,241.0,14.0,77.0,1.0,-10.0,35.0,0.0,1924.0,,,,,,,,,,,,"4,462","9,482",38.0,"85,718",70.6,42.1,10.8,2.7,1.6,42.9,36.2,30.9,"1,314",13.1,5.3,92.4,48.2,81.9,1.4,3.9,0.3,X,X,X,X,X,X,X,X,X,X,X,2,1.0,15,12.8,14.5,3.7,18.3,0.0,2.0,2.0,1.3,2.7,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SELLWOOD-MORELAND,514593.0,489930.0,265.0,21.0,218.0,17.0,8.0,56.0,0.0,1929.0,,,,,,,,,,,,"8,579","4,121",40.0,"60,732",53.9,51.8,13.7,4.8,1.2,28.5,29.9,26.2,943,11.8,5.8,91.4,47.9,84.7,4.5,3.6,0.2,X,X,X,X,X,X,X,X,X,X,X,312,23.0,15,8.3,11.1,2.5,13.6,0.0,6.0,6.0,9.1,4.4,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SOUTH BURLINGAME,491397.0,460000.0,217.0,25.0,42.0,0.0,9.0,44.0,2.0,1960.0,,,,,,,,,,,,"1,888","4,441",40.0,"77,616",74.8,52.2,14.3,4.2,0.1,29.2,37.0,28.1,"1,314",9.8,10.6,89.5,43.0,76.5,6.1,3.5,4.3,X,X,X,X,X,X,X,X,X,X,X,13,5.0,10,8.3,7.4,2.4,9.8,0.0,8.0,8.0,2.0,4.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SOUTH PORTLAND,499453.0,425000.0,335.0,37.0,197.0,67.0,9.0,26.0,1.0,1985.0,,,,,,,,,,,,"9,291","5,457",36.0,"78,395",37.9,36.9,12.8,3.4,1.1,45.7,39.0,31.1,"1,385",13.3,6.0,85.5,25.0,66.1,7.6,7.9,2.2,X,X,X,X,X,X,X,X,X,X,X,70,6.0,10,17.3,4.0,13.2,17.2,4.0,23.0,27.0,11.2,6.6,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SOUTH TABOR,407135.0,416000.0,228.0,17.0,100.0,7.0,15.0,70.0,2.0,1953.0,,,,,,,,,,,,"6,677","8,355",38.0,"54,474",55.2,39.8,13.5,3.7,2.1,40.9,27.3,17.2,940,16.2,8.8,82.7,37.9,81.5,2.8,6.0,1.0,X,X,X,X,X,X,X,X,X,X,X,12,2.0,16,13.8,8.5,1.6,10.1,0.0,4.0,4.0,3.7,4.6,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SOUTHWEST HILLS,903658.0,784450.0,292.0,43.0,126.0,13.0,14.0,49.0,1.0,1948.0,,,,,,,,,,,,"7,152","2,964",43.0,"120,914",72.0,58.5,7.6,3.6,0.3,29.9,33.3,44.8,"1,192",11.2,7.0,88.8,42.0,83.2,4.0,4.4,0.4,X,X,X,X,X,X,X,X,X,X,X,168,14.0,9,5.6,2.6,12.9,15.5,2.0,5.0,7.0,1.6,0.7,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ST. JOHNS,312603.0,310250.0,218.0,22.0,268.0,6.0,15.0,85.0,7.0,1959.0,,,,,,,,,,,,"12,553","1,140",38.0,"55,773",68.0,48.9,12.7,3.7,2.7,31.9,16.2,9.5,"1,167",12.6,9.6,80.8,38.3,80.9,3.4,2.9,0.0,X,X,X,X,X,X,X,X,X,X,X,"2,180",31.0,19,8.8,2.3,1.3,3.6,0.0,5.0,5.0,21.4,1.9,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SULLIVAN'S GULCH,402928.0,350000.0,251.0,20.0,43.0,65.0,0.0,67.0,2.0,1954.0,,,,,,,,,,,,"3,194","10,013",37.0,"54,099",31.1,36.7,13.1,1.6,1.6,47.1,39.3,24.3,"1,007",10.8,5.3,88.2,32.8,74.3,1.6,4.8,1.0,X,X,X,X,X,X,X,X,X,X,X,5,2.0,12,11.6,11.3,8.9,20.2,3.0,4.0,7.0,2.9,9.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SUMNER,264096.0,279450.0,181.0,32.0,50.0,0.0,22.0,107.0,6.0,1941.0,,,,,,,,,,,,"2,170","2,743",37.0,"41,300",54.9,33.2,22.3,2.6,4.0,37.8,11.1,5.8,978,24.3,10.0,72.0,50.0,69.2,9.8,4.3,1.3,X,X,X,X,X,X,X,X,X,X,X,16,3.0,16,9.0,0.8,14.8,15.5,1.0,4.0,5.0,2.8,3.6,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SUNDERLAND,275667.0,295000.0,144.0,85.0,3.0,0.0,23.0,228.0,0.0,1962.0,,,,,,,,,,,,315,169,39.0,"43,344",45.9,30.7,23.0,2.0,5.8,38.3,8.3,4.9,970,26.1,12.4,76.6,52.5,59.7,14.1,5.0,1.1,X,X,X,X,X,X,X,X,X,X,X,57,5.0,18,8.0,1.0,19.8,20.7,0.0,3.0,3.0,3.9,2.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SUNNYSIDE,478095.0,457500.0,267.0,26.0,90.0,28.0,-1.0,37.0,0.0,1933.0,,,,,,,,,,,,"7,443","12,458",37.0,"62,001",47.0,34.2,10.8,3.2,0.5,51.2,37.6,25.7,"1,002",12.4,6.1,87.9,42.7,75.9,3.4,5.4,1.0,X,X,X,X,X,X,X,X,X,X,X,2,0.0,12,15.9,14.6,3.6,18.2,0.0,4.0,4.0,2.1,3.5,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SYLVAN-HIGHLANDS,645854.0,636275.0,238.0,23.0,38.0,13.0,14.0,71.0,0.0,1971.0,,,,,,,,,,,,"1,174","1,258",46.0,"159,853",90.1,67.9,9.1,4.7,0.4,17.9,34.5,41.7,"1,510",4.4,4.1,91.4,45.9,87.6,2.6,4.0,1.1,X,X,X,X,X,X,X,X,X,X,X,70,15.0,11,2.6,1.0,3.5,4.5,2.0,3.0,5.0,1.9,2.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UNIVERSITY PARK,449513.0,430500.0,217.0,24.0,95.0,0.0,14.0,58.0,1.0,1952.0,,,,,,,,,,,,"6,534","4,948",23.0,"56,716",57.8,27.1,7.8,2.5,0.6,59.1,23.4,19.4,"1,123",24.2,10.4,87.4,35.8,67.2,4.1,11.0,1.6,X,X,X,X,X,X,X,X,X,X,X,26,3.0,17,5.8,6.5,19.5,26.0,0.0,3.0,3.0,4.6,3.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VERNON,499204.0,490000.0,237.0,25.0,55.0,9.0,16.0,51.0,4.0,1946.0,,,,,,,,,,,,"2,652","8,555",36.0,"73,580",68.2,37.9,11.3,2.0,1.7,47.1,36.8,22.8,"1,227",14.0,6.6,89.6,45.6,79.9,1.4,5.2,1.6,X,X,X,X,X,X,X,X,X,X,X,17,9.0,16,10.5,13.0,2.9,15.8,0.0,2.0,2.0,0.6,1.8,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WEST PORTLAND PARK,402731.0,407000.0,202.0,23.0,73.0,10.0,18.0,63.0,4.0,1978.0,,,,,,,,,,,,"4,085","5,600",34.0,"65,765",58.9,42.3,15.1,3.7,0.3,38.6,29.0,15.4,"1,061",13.1,8.1,78.2,43.3,74.4,7.8,2.2,3.9,X,X,X,X,X,X,X,X,X,X,X,39,8.0,14,15.4,0.9,1.2,2.1,0.0,7.0,7.0,2.1,2.9,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WILKES,286171.0,293000.0,167.0,29.0,215.0,16.0,13.0,61.0,5.0,1979.0,,,,,,,,,,,,"9,508","3,085",43.0,"54,166",70.3,52.5,12.8,6.2,2.6,25.9,13.6,6.3,956,18.5,8.8,74.4,34.4,89.8,0.9,1.7,0.1,X,X,X,X,X,X,X,X,X,X,X,199,10.0,21,6.0,0.7,2.1,2.8,0.0,5.0,5.0,12.2,3.9,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WOODLAND PARK,290850.0,302450.0,159.0,10.0,4.0,0.0,19.0,102.0,25.0,1945.0,,,,,,,,,,,,301,"6,282",40.0,"46,606",51.7,41.3,14.1,5.7,0.4,38.5,17.2,6.4,"1,023",15.4,4.2,80.5,39.9,80.3,1.7,4.4,0.2,X,X,X,X,X,X,X,X,X,X,X,0,0.0,13,13.9,0.1,0.2,0.3,0.0,4.0,4.0,0.3,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
